report_date,commodity,country,marketing_year,crop_stage,Beginning Stocks,Production,Imports,Exports,Ending Stocks,Domestic Total 2,Domestic Crush
2010-07-09,wheat,World  3/,2008/09,out of scope,124.42,683.26,136.86,143.42,165.16,,
2010-07-09,wheat,United States,2008/09,out of scope,8.32,68.02,3.46,27.64,17.87,,
2010-07-09,wheat,Total Foreign,2008/09,out of scope,116.09,615.25,133.4,115.78,147.29,,
2010-07-09,wheat,Major Exporters  4/,2008/09,out of scope,22.75,211.25,8.26,65.64,28.91,,
2010-07-09,wheat,Argentina,2008/09,out of scope,2.35,10.1,0.03,6.77,0.39,,
2010-07-09,wheat,Australia,2008/09,out of scope,3.65,21.42,0.11,14.75,3.59,,
2010-07-09,wheat,Canada,2008/09,out of scope,4.41,28.61,0.38,18.81,6.56,,
2010-07-09,wheat,EU-27  5/,2008/09,out of scope,12.34,151.11,7.74,25.32,18.38,,
2010-07-09,wheat,Major Importers  6/,2008/09,out of scope,63.35,171.94,74.39,6.44,71.89,,
2010-07-09,wheat,Brazil,2008/09,out of scope,0.34,5.88,6.4,0.4,1.53,,
2010-07-09,wheat,China,2008/09,out of scope,38.96,112.46,0.48,0.72,45.69,,
2010-07-09,wheat,Sel. Mideast  7/,2008/09,out of scope,6.53,13.4,20.45,0.87,8.41,,
2010-07-09,wheat,N. Africa  8/,2008/09,out of scope,9.48,14.35,23.48,0.25,9.5,,
2010-07-09,wheat,Pakistan,2008/09,out of scope,3.48,20.96,3.13,2.1,2.66,,
2010-07-09,wheat,Southeast Asia  9/,2008/09,out of scope,2.66,0.0,11.96,0.42,2.46,,
2010-07-09,wheat,Selected Other,2008/09,out of scope,,,,,0.0,,
2010-07-09,wheat,India,2008/09,out of scope,5.8,78.57,0.01,0.02,13.43,,
2010-07-09,wheat,FSU-12,2008/09,out of scope,12.43,115.46,6.54,37.76,20.25,,
2010-07-09,wheat,Russia,2008/09,out of scope,3.87,63.7,0.2,18.39,10.48,,
2010-07-09,wheat,Kazakhstan,2008/09,out of scope,2.45,12.55,0.11,5.7,1.88,,
2010-07-09,wheat,Ukraine,2008/09,out of scope,2.07,25.9,0.07,13.04,3.11,,
2010-07-09,wheat,World  3/,2009/10,out of scope,165.16,679.85,127.91,128.83,193.02,,
2010-07-09,wheat,United States,2009/10,out of scope,17.87,60.31,3.13,23.54,26.49,,
2010-07-09,wheat,Total Foreign,2009/10,out of scope,147.29,619.54,124.78,105.29,166.53,,
2010-07-09,wheat,Major Exporters  4/,2009/10,out of scope,28.91,196.8,6.01,58.0,27.58,,
2010-07-09,wheat,Argentina,2009/10,out of scope,0.39,9.6,0.01,4.0,1.07,,
2010-07-09,wheat,Australia,2009/10,out of scope,3.59,22.5,0.1,14.5,4.59,,
2010-07-09,wheat,Canada,2009/10,out of scope,6.56,26.5,0.4,18.5,6.36,,
2010-07-09,wheat,EU-27  5/,2009/10,out of scope,18.38,138.2,5.5,21.0,15.57,,
2010-07-09,wheat,Major Importers  6/,2009/10,out of scope,71.89,184.02,66.35,5.33,82.83,,
2010-07-09,wheat,Brazil,2009/10,out of scope,1.53,4.94,6.5,1.5,0.67,,
2010-07-09,wheat,China,2009/10,out of scope,45.69,115.0,1.3,0.85,56.14,,
2010-07-09,wheat,Sel. Mideast  7/,2009/10,out of scope,8.41,14.84,17.35,0.74,8.22,,
2010-07-09,wheat,N. Africa  8/,2009/10,out of scope,9.5,20.23,19.85,0.24,10.38,,
2010-07-09,wheat,Pakistan,2009/10,out of scope,2.66,24.03,0.2,0.3,3.4,,
2010-07-09,wheat,Southeast Asia  9/,2009/10,out of scope,2.46,0.0,12.75,0.41,2.37,,
2010-07-09,wheat,Selected Other,2009/10,out of scope,,,,,0.0,,
2010-07-09,wheat,India,2009/10,out of scope,13.43,80.68,0.3,0.1,16.1,,
2010-07-09,wheat,FSU-12,2009/10,out of scope,20.25,113.78,5.55,35.05,23.77,,
2010-07-09,wheat,Russia,2009/10,out of scope,10.48,61.7,0.15,17.5,12.83,,
2010-07-09,wheat,Kazakhstan,2009/10,out of scope,1.88,17.0,0.08,7.5,3.91,,
2010-07-09,wheat,Ukraine,2009/10,out of scope,3.11,20.9,0.05,9.2,2.26,,
2010-07-09,wheat,World  3/,2010/11,out of scope,193.02,661.07,127.58,131.28,187.05,,
2010-07-09,wheat,United States,2010/11,out of scope,26.49,60.3,2.72,27.22,29.75,,
2010-07-09,wheat,Total Foreign,2010/11,out of scope,166.53,600.76,124.86,104.06,157.3,,
2010-07-09,wheat,Major Exporters  4/,2010/11,out of scope,27.58,196.32,6.51,61.0,23.46,,
2010-07-09,wheat,Argentina,2010/11,out of scope,1.07,12.0,0.01,7.0,0.97,,
2010-07-09,wheat,Australia,2010/11,out of scope,4.59,22.0,0.1,15.5,3.94,,
2010-07-09,wheat,Canada,2010/11,out of scope,6.36,20.5,0.4,15.5,4.66,,
2010-07-09,wheat,EU-27  5/,2010/11,out of scope,15.57,141.82,6.0,23.0,13.9,,
2010-07-09,wheat,Major Importers  6/,2010/11,out of scope,82.83,183.39,65.73,4.62,89.39,,
2010-07-09,wheat,Brazil,2010/11,out of scope,0.67,5.5,6.3,0.6,0.97,,
2010-07-09,wheat,China,2010/11,out of scope,56.14,114.5,0.9,0.85,64.89,,
2010-07-09,wheat,Sel. Mideast  7/,2010/11,out of scope,8.22,17.55,14.98,0.71,7.18,,
2010-07-09,wheat,N. Africa  8/,2010/11,out of scope,10.38,18.05,21.5,0.24,9.84,,
2010-07-09,wheat,Pakistan,2010/11,out of scope,3.4,22.6,0.3,0.3,2.4,,
2010-07-09,wheat,Southeast Asia  9/,2010/11,out of scope,2.37,0.0,13.45,0.43,2.46,,
2010-07-09,wheat,India,2010/11,out of scope,16.1,79.0,0.3,0.4,14.99,,
2010-07-09,wheat,FSU-12,2010/11,out of scope,23.77,100.63,6.23,31.65,13.11,,
2010-07-09,wheat,Russia,2010/11,out of scope,12.83,53.0,0.15,15.0,3.78,,
2010-07-09,wheat,Kazakhstan,2010/11,out of scope,3.91,14.0,0.08,8.0,2.33,,
2010-07-09,wheat,Ukraine,2010/11,out of scope,2.26,20.0,0.05,8.0,2.21,,
2010-07-09,corn,World  3/,2008/09,out of scope,131.32,797.83,82.45,84.64,147.41,781.74,
2010-07-09,corn,United States,2008/09,out of scope,41.26,307.14,0.34,47.18,42.5,259.05,
2010-07-09,corn,Total Foreign,2008/09,out of scope,90.06,490.69,82.1,37.45,104.9,522.69,
2010-07-09,corn,Major Exporters  4/,2008/09,out of scope,5.27,27.57,0.06,11.99,4.51,16.4,
2010-07-09,corn,Argentina,2008/09,out of scope,2.18,15.0,0.03,10.32,0.49,6.4,
2010-07-09,corn,South Africa,2008/09,out of scope,3.09,12.57,0.03,1.67,4.01,10.0,
2010-07-09,corn,Major Importers  5/,2008/09,out of scope,16.51,117.89,48.99,2.67,17.77,162.94,
2010-07-09,corn,Egypt,2008/09,out of scope,0.85,6.65,5.03,0.01,1.41,11.1,
2010-07-09,corn,EU-27  6/,2008/09,out of scope,4.36,62.32,2.74,1.74,5.68,62.0,
2010-07-09,corn,Japan,2008/09,out of scope,1.16,0.0,16.53,0.0,1.0,16.7,
2010-07-09,corn,Mexico,2008/09,out of scope,4.13,24.23,7.76,0.16,3.56,32.4,
2010-07-09,corn,Southeast Asia  7/,2008/09,out of scope,3.19,24.57,5.2,0.76,4.0,28.2,
2010-07-09,corn,South Korea,2008/09,out of scope,2.08,0.09,7.19,0.0,1.47,7.89,
2010-07-09,corn,Selected Other,2008/09,out of scope,,,,,0.0,,
2010-07-09,corn,Brazil,2008/09,out of scope,12.58,51.0,1.14,7.14,12.08,45.5,
2010-07-09,corn,Canada,2008/09,out of scope,1.46,10.59,1.84,0.37,1.86,11.66,
2010-07-09,corn,China,2008/09,out of scope,39.39,165.9,0.05,0.17,53.17,152.0,
2010-07-09,corn,FSU-12,2008/09,out of scope,1.14,21.67,0.42,6.89,1.58,14.76,
2010-07-09,corn,Ukraine,2008/09,out of scope,0.67,11.4,0.01,5.5,0.73,5.85,
2010-07-09,corn,World  3/,2009/10,out of scope,147.41,809.02,83.05,87.81,139.59,816.83,
2010-07-09,corn,United States,2009/10,out of scope,42.5,333.01,0.25,49.53,37.55,288.68,
2010-07-09,corn,Total Foreign,2009/10,out of scope,104.9,476.01,82.8,38.28,102.04,528.15,
2010-07-09,corn,Major Exporters  4/,2009/10,out of scope,4.51,36.5,0.05,15.5,7.46,18.1,
2010-07-09,corn,Argentina,2009/10,out of scope,0.49,22.5,0.03,13.0,2.92,7.1,
2010-07-09,corn,South Africa,2009/10,out of scope,4.01,14.0,0.03,2.5,4.54,11.0,
2010-07-09,corn,Major Importers  5/,2009/10,out of scope,17.77,108.02,49.2,2.76,13.33,158.9,
2010-07-09,corn,Egypt,2009/10,out of scope,1.41,6.82,5.0,0.0,1.34,11.9,
2010-07-09,corn,EU-27  6/,2009/10,out of scope,5.68,55.77,2.5,1.25,4.21,58.5,
2010-07-09,corn,Japan,2009/10,out of scope,1.0,0.0,16.3,0.0,1.0,16.3,
2010-07-09,corn,Mexico,2009/10,out of scope,3.56,21.3,8.0,0.25,1.81,30.8,
2010-07-09,corn,Southeast Asia  7/,2009/10,out of scope,4.0,24.02,4.6,1.26,2.95,28.4,
2010-07-09,corn,South Korea,2009/10,out of scope,1.47,0.08,8.2,0.0,1.45,8.3,
2010-07-09,corn,Selected Other,2009/10,out of scope,,,,,0.0,,
2010-07-09,corn,Brazil,2009/10,out of scope,12.08,53.0,0.5,8.0,11.08,46.5,
2010-07-09,corn,Canada,2009/10,out of scope,1.86,9.56,2.0,0.15,1.47,11.8,
2010-07-09,corn,China,2009/10,out of scope,53.17,155.0,1.0,0.15,53.02,156.0,
2010-07-09,corn,FSU-12,2009/10,out of scope,1.58,17.85,0.33,5.68,1.21,12.87,
2010-07-09,corn,Ukraine,2009/10,out of scope,0.73,10.5,0.01,5.2,0.54,5.5,
2010-07-09,corn,World  3/,2010/11,out of scope,139.59,832.38,86.72,89.16,141.08,830.89,
2010-07-09,corn,United States,2010/11,out of scope,37.55,336.44,0.25,49.53,34.89,289.83,
2010-07-09,corn,Total Foreign,2010/11,out of scope,102.04,495.94,86.47,39.63,106.19,541.06,
2010-07-09,corn,Major Exporters  4/,2010/11,out of scope,7.46,33.5,0.05,16.5,6.01,18.5,
2010-07-09,corn,Argentina,2010/11,out of scope,2.92,21.0,0.03,14.0,2.44,7.5,
2010-07-09,corn,South Africa,2010/11,out of scope,4.54,12.5,0.03,2.5,3.56,11.0,
2010-07-09,corn,Major Importers  5/,2010/11,out of scope,13.33,112.83,52.6,2.11,14.35,162.3,
2010-07-09,corn,Egypt,2010/11,out of scope,1.34,7.0,5.4,0.0,1.14,12.6,
2010-07-09,corn,EU-27  6/,2010/11,out of scope,4.21,56.99,2.5,1.2,4.5,58.0,
2010-07-09,corn,Japan,2010/11,out of scope,1.0,0.0,16.3,0.0,1.0,16.3,
2010-07-09,corn,Mexico,2010/11,out of scope,1.81,24.0,9.1,0.15,2.96,31.8,
2010-07-09,corn,Southeast Asia  7/,2010/11,out of scope,2.95,24.71,6.0,0.76,2.8,30.1,
2010-07-09,corn,South Korea,2010/11,out of scope,1.45,0.08,8.6,0.0,1.43,8.7,
2010-07-09,corn,Brazil,2010/11,out of scope,11.08,51.0,1.0,7.0,7.78,48.3,
2010-07-09,corn,Canada,2010/11,out of scope,1.47,10.5,2.5,0.3,1.67,12.5,
2010-07-09,corn,China,2010/11,out of scope,53.02,166.0,0.1,0.2,59.92,159.0,
2010-07-09,corn,FSU-12,2010/11,out of scope,1.21,21.37,0.28,6.26,1.75,14.86,
2010-07-09,corn,Ukraine,2010/11,out of scope,0.54,13.0,0.01,6.0,0.95,6.6,
2010-07-09,soybean,World  2/,2008/09,out of scope,52.91,211.96,77.17,77.34,43.66,,221.03
2010-07-09,soybean,United States,2008/09,out of scope,5.58,80.75,0.36,34.93,3.76,,48.0
2010-07-09,soybean,Total Foreign,2008/09,out of scope,47.33,131.22,76.8,42.42,39.9,,173.03
2010-07-09,soybean,Major Exporters  3/,2008/09,out of scope,40.85,93.8,1.3,38.21,28.65,,69.09
2010-07-09,soybean,Argentina,2008/09,out of scope,21.76,32.0,1.24,5.59,16.59,,32.82
2010-07-09,soybean,Brazil,2008/09,out of scope,18.9,57.8,0.04,29.99,12.04,,34.72
2010-07-09,soybean,Major Importers  4/,2008/09,out of scope,5.61,17.58,64.5,0.45,10.05,,77.19
2010-07-09,soybean,China,2008/09,out of scope,4.25,15.54,41.1,0.4,9.05,,51.44
2010-07-09,soybean,EU-27,2008/09,out of scope,0.81,0.64,13.21,0.02,0.56,,14.09
2010-07-09,soybean,Japan,2008/09,out of scope,0.27,0.26,3.4,0.0,0.18,,3.75
2010-07-09,soybean,Mexico,2008/09,out of scope,0.06,0.15,3.33,0.0,0.04,,3.5
2010-07-09,soybean,World  2/,2009/10,out of scope,43.66,259.7,85.15,87.58,65.35,,235.58
2010-07-09,soybean,United States,2009/10,out of scope,3.76,91.42,0.41,39.74,4.75,,51.1
2010-07-09,soybean,Total Foreign,2009/10,out of scope,39.9,168.29,84.74,47.85,60.59,,184.49
2010-07-09,soybean,Major Exporters  3/,2009/10,out of scope,28.65,130.7,0.2,43.25,43.55,,72.75
2010-07-09,soybean,Argentina,2009/10,out of scope,16.59,54.5,0.0,9.5,25.47,,36.12
2010-07-09,soybean,Brazil,2009/10,out of scope,12.04,69.0,0.19,28.35,17.92,,34.95
2010-07-09,soybean,Major Importers  4/,2009/10,out of scope,10.05,16.87,71.78,0.32,14.68,,83.69
2010-07-09,soybean,China,2009/10,out of scope,9.05,14.7,48.0,0.25,13.62,,57.88
2010-07-09,soybean,EU-27,2009/10,out of scope,0.56,0.86,13.0,0.04,0.61,,13.77
2010-07-09,soybean,Japan,2009/10,out of scope,0.18,0.23,3.6,0.0,0.18,,3.83
2010-07-09,soybean,Mexico,2009/10,out of scope,0.04,0.11,3.45,0.0,0.05,,3.55
2010-07-09,soybean meal,World  2/,2008/09,out of scope,6.36,151.67,51.2,52.18,4.68,152.38,
2010-07-09,soybean meal,United States,2008/09,out of scope,0.27,35.47,0.08,7.72,0.21,27.89,
2010-07-09,soybean meal,Total Foreign,2008/09,out of scope,6.1,116.2,51.12,44.46,4.47,124.49,
2010-07-09,soybean meal,Major Exporters  3/,2008/09,out of scope,3.83,55.05,0.12,40.29,3.25,15.46,
2010-07-09,soybean meal,Argentina,2008/09,out of scope,1.14,24.36,0.0,24.03,0.85,0.63,
2010-07-09,soybean meal,Brazil,2008/09,out of scope,2.59,24.7,0.11,13.11,1.84,12.44,
2010-07-09,soybean meal,India,2008/09,out of scope,0.11,5.99,0.01,3.16,0.56,2.38,
2010-07-09,soybean meal,Major Importers  4/,2008/09,out of scope,1.27,44.1,28.19,1.53,0.33,71.7,
2010-07-09,soybean meal,EU-27,2008/09,out of scope,1.07,10.13,20.98,0.47,0.13,31.58,
2010-07-09,soybean meal,China,2008/09,out of scope,0.0,32.48,0.22,1.02,0.0,31.67,
2010-07-09,soybean meal,World  2/,2009/10,out of scope,4.68,161.86,53.08,55.19,5.23,159.21,
2010-07-09,soybean meal,United States,2009/10,out of scope,0.21,37.49,0.13,10.43,0.27,27.13,
2010-07-09,soybean meal,Total Foreign,2009/10,out of scope,4.47,124.37,52.95,44.75,4.96,132.08,
2010-07-09,soybean meal,Major Exporters  3/,2009/10,out of scope,3.25,56.72,0.11,40.06,3.69,16.33,
2010-07-09,soybean meal,Argentina,2009/10,out of scope,0.85,26.93,0.0,25.58,1.52,0.67,
2010-07-09,soybean meal,Brazil,2009/10,out of scope,1.84,24.84,0.1,12.38,1.6,12.8,
2010-07-09,soybean meal,India,2009/10,out of scope,0.56,4.95,0.01,2.1,0.56,2.85,
2010-07-09,soybean meal,Major Importers  4/,2009/10,out of scope,0.33,48.8,29.2,2.15,0.5,75.69,
2010-07-09,soybean meal,EU-27,2009/10,out of scope,0.13,9.85,21.8,0.45,0.23,31.09,
2010-07-09,soybean meal,China,2009/10,out of scope,0.0,37.42,0.07,1.65,0.0,35.83,
2010-07-09,soybean meal,World  2/,2010/11,out of scope,5.23,170.4,54.81,56.93,5.43,168.08,
2010-07-09,soybean meal,United States,2010/11,out of scope,0.27,35.5,0.15,8.07,0.27,27.58,
2010-07-09,soybean meal,Total Foreign,2010/11,out of scope,4.96,134.9,54.66,48.85,5.16,140.51,
2010-07-09,soybean meal,Major Exporters  3/,2010/11,out of scope,3.69,61.45,0.13,44.35,3.75,17.16,
2010-07-09,soybean meal,Argentina,2010/11,out of scope,1.52,29.95,0.0,29.42,1.36,0.7,
2010-07-09,soybean meal,Brazil,2010/11,out of scope,1.6,25.42,0.12,11.83,1.93,13.38,
2010-07-09,soybean meal,India,2010/11,out of scope,0.56,6.08,0.01,3.1,0.47,3.08,
2010-07-09,soybean meal,Major Importers  4/,2010/11,out of scope,0.5,53.7,30.22,2.0,0.59,81.84,
2010-07-09,soybean meal,EU-27,2010/11,out of scope,0.23,9.77,22.6,0.45,0.3,31.85,
2010-07-09,soybean meal,China,2010/11,out of scope,0.0,42.26,0.05,1.5,0.0,40.81,
2010-07-09,soybean oil,World  2/,2008/09,out of scope,3.17,35.75,8.94,9.11,2.87,35.88,
2010-07-09,soybean oil,United States,2008/09,out of scope,1.13,8.5,0.04,1.0,1.3,7.38,
2010-07-09,soybean oil,Total Foreign,2008/09,out of scope,2.05,27.25,8.9,8.12,1.57,28.5,
2010-07-09,soybean oil,Major Exporters  3/,2008/09,out of scope,0.94,14.35,0.8,7.01,0.59,8.48,
2010-07-09,soybean oil,Argentina,2008/09,out of scope,0.3,5.91,0.0,4.7,0.08,1.43,
2010-07-09,soybean oil,Brazil,2008/09,out of scope,0.43,6.12,0.01,1.91,0.37,4.27,
2010-07-09,soybean oil,EU-27,2008/09,out of scope,0.21,2.31,0.79,0.4,0.14,2.78,
2010-07-09,soybean oil,Major Importers  4/,2008/09,out of scope,0.36,8.65,3.6,0.09,0.66,11.86,
2010-07-09,soybean oil,China,2008/09,out of scope,0.23,7.31,2.49,0.08,0.47,9.49,
2010-07-09,soybean oil,India,2008/09,out of scope,0.13,1.34,1.06,0.0,0.19,2.33,
2010-07-09,soybean oil,Pakistan,2008/09,out of scope,0.01,0.0,0.04,0.0,0.0,0.05,
2010-07-09,soybean oil,World  2/,2009/10,out of scope,2.87,38.06,8.54,9.01,2.65,37.82,
2010-07-09,soybean oil,United States,2009/10,out of scope,1.3,8.85,0.05,1.47,1.32,7.39,
2010-07-09,soybean oil,Total Foreign,2009/10,out of scope,1.57,29.21,8.5,7.53,1.32,30.42,
2010-07-09,soybean oil,Major Exporters  3/,2009/10,out of scope,0.59,15.01,0.5,6.33,0.69,9.09,
2010-07-09,soybean oil,Argentina,2009/10,out of scope,0.08,6.61,0.0,4.56,0.21,1.93,
2010-07-09,soybean oil,Brazil,2009/10,out of scope,0.37,6.15,0.05,1.37,0.33,4.88,
2010-07-09,soybean oil,EU-27,2009/10,out of scope,0.14,2.25,0.45,0.4,0.16,2.28,
2010-07-09,soybean oil,Major Importers  4/,2009/10,out of scope,0.66,9.54,3.14,0.08,0.36,12.9,
2010-07-09,soybean oil,China,2009/10,out of scope,0.47,8.43,1.6,0.08,0.2,10.21,
2010-07-09,soybean oil,India,2009/10,out of scope,0.19,1.11,1.5,0.0,0.15,2.65,
2010-07-09,soybean oil,Pakistan,2009/10,out of scope,0.0,0.0,0.04,0.0,0.0,0.04,
2010-07-09,soybean oil,World  2/,2010/11,out of scope,2.65,40.15,8.98,9.02,2.43,40.32,
2010-07-09,soybean oil,United States,2010/11,out of scope,1.32,8.51,0.05,0.95,1.08,7.85,
2010-07-09,soybean oil,Total Foreign,2010/11,out of scope,1.32,31.64,8.92,8.07,1.35,32.47,
2010-07-09,soybean oil,Major Exporters  3/,2010/11,out of scope,0.69,15.92,0.45,6.79,0.71,9.56,
2010-07-09,soybean oil,Argentina,2010/11,out of scope,0.21,7.4,0.0,5.2,0.27,2.13,
2010-07-09,soybean oil,Brazil,2010/11,out of scope,0.33,6.29,0.05,1.29,0.28,5.1,
2010-07-09,soybean oil,EU-27,2010/11,out of scope,0.16,2.23,0.4,0.3,0.16,2.33,
2010-07-09,soybean oil,Major Importers  4/,2010/11,out of scope,0.36,10.88,3.38,0.07,0.32,14.21,
2010-07-09,soybean oil,China,2010/11,out of scope,0.2,9.52,2.15,0.07,0.22,11.58,
2010-07-09,soybean oil,India,2010/11,out of scope,0.15,1.36,1.19,0.0,0.1,2.6,
2010-07-09,soybean oil,Pakistan,2010/11,out of scope,0.0,0.0,0.04,0.0,0.0,0.04,
2010-08-12,wheat,World  3/,2008/09,out of scope,124.87,683.26,136.86,143.41,165.51,,
2010-08-12,wheat,United States,2008/09,out of scope,8.32,68.02,3.46,27.64,17.87,,
2010-08-12,wheat,Total Foreign,2008/09,out of scope,116.54,615.24,133.4,115.78,147.64,,
2010-08-12,wheat,Major Exporters  4/,2008/09,out of scope,22.75,211.25,8.26,65.64,28.91,,
2010-08-12,wheat,Argentina,2008/09,out of scope,2.35,10.1,0.03,6.77,0.39,,
2010-08-12,wheat,Australia,2008/09,out of scope,3.65,21.42,0.11,14.75,3.59,,
2010-08-12,wheat,Canada,2008/09,out of scope,4.41,28.61,0.38,18.81,6.56,,
2010-08-12,wheat,EU-27  5/,2008/09,out of scope,12.34,151.11,7.74,25.32,18.38,,
2010-08-12,wheat,Major Importers  6/,2008/09,out of scope,63.35,171.94,74.39,6.44,71.89,,
2010-08-12,wheat,Brazil,2008/09,out of scope,0.34,5.88,6.4,0.4,1.53,,
2010-08-12,wheat,China,2008/09,out of scope,38.96,112.46,0.48,0.72,45.69,,
2010-08-12,wheat,Sel. Mideast  7/,2008/09,out of scope,6.53,13.4,20.45,0.87,8.41,,
2010-08-12,wheat,N. Africa  8/,2008/09,out of scope,9.48,14.35,23.48,0.25,9.5,,
2010-08-12,wheat,Pakistan,2008/09,out of scope,3.48,20.96,3.13,2.1,2.66,,
2010-08-12,wheat,Southeast Asia  9/,2008/09,out of scope,2.66,0.0,11.96,0.42,2.46,,
2010-08-12,wheat,Selected Other,2008/09,out of scope,,,,,0.0,,
2010-08-12,wheat,India,2008/09,out of scope,5.8,78.57,0.01,0.02,13.43,,
2010-08-12,wheat,FSU-12,2008/09,out of scope,12.88,115.45,6.54,37.76,20.8,,
2010-08-12,wheat,Russia,2008/09,out of scope,3.87,63.7,0.2,18.39,10.48,,
2010-08-12,wheat,Kazakhstan,2008/09,out of scope,2.45,12.55,0.11,5.7,1.88,,
2010-08-12,wheat,Ukraine,2008/09,out of scope,2.07,25.9,0.07,13.04,3.11,,
2010-08-12,wheat,World  3/,2009/10,out of scope,165.51,680.3,130.94,132.23,193.97,,
2010-08-12,wheat,United States,2009/10,out of scope,17.87,60.31,3.23,23.98,26.49,,
2010-08-12,wheat,Total Foreign,2009/10,out of scope,147.64,619.98,127.71,108.25,167.48,,
2010-08-12,wheat,Major Exporters  4/,2009/10,out of scope,28.91,196.8,6.01,59.0,26.58,,
2010-08-12,wheat,Argentina,2009/10,out of scope,0.39,9.6,0.01,4.5,0.57,,
2010-08-12,wheat,Australia,2009/10,out of scope,3.59,22.5,0.1,14.5,4.59,,
2010-08-12,wheat,Canada,2009/10,out of scope,6.56,26.5,0.4,18.5,6.36,,
2010-08-12,wheat,EU-27  5/,2009/10,out of scope,18.38,138.2,5.5,21.5,15.07,,
2010-08-12,wheat,Major Importers  6/,2009/10,out of scope,71.89,184.02,68.75,4.92,85.29,,
2010-08-12,wheat,Brazil,2009/10,out of scope,1.53,4.94,6.5,1.2,0.97,,
2010-08-12,wheat,China,2009/10,out of scope,45.69,115.0,1.39,0.89,56.19,,
2010-08-12,wheat,Sel. Mideast  7/,2009/10,out of scope,8.41,14.84,17.65,0.79,8.47,,
2010-08-12,wheat,N. Africa  8/,2009/10,out of scope,9.5,20.23,20.95,0.24,11.13,,
2010-08-12,wheat,Pakistan,2009/10,out of scope,2.66,24.03,0.2,0.3,3.4,,
2010-08-12,wheat,Southeast Asia  9/,2009/10,out of scope,2.46,0.0,13.45,0.41,3.07,,
2010-08-12,wheat,Selected Other,2009/10,out of scope,,,,,0.0,,
2010-08-12,wheat,India,2009/10,out of scope,13.43,80.68,0.3,0.1,16.1,,
2010-08-12,wheat,FSU-12,2009/10,out of scope,20.8,113.84,5.3,36.65,22.87,,
2010-08-12,wheat,Russia,2009/10,out of scope,10.48,61.7,0.15,18.5,11.83,,
2010-08-12,wheat,Kazakhstan,2009/10,out of scope,1.88,17.0,0.08,7.8,3.61,,
2010-08-12,wheat,Ukraine,2009/10,out of scope,3.11,20.9,0.05,9.3,2.46,,
2010-08-12,wheat,World  3/,2010/11,out of scope,193.97,645.74,121.93,124.67,174.76,,
2010-08-12,wheat,United States,2010/11,out of scope,26.49,61.64,2.72,32.66,25.92,,
2010-08-12,wheat,Total Foreign,2010/11,out of scope,167.48,584.09,119.21,92.01,148.85,,
2010-08-12,wheat,Major Exporters  4/,2010/11,out of scope,26.58,193.01,6.51,63.0,19.14,,
2010-08-12,wheat,Argentina,2010/11,out of scope,0.57,12.0,0.01,7.0,0.47,,
2010-08-12,wheat,Australia,2010/11,out of scope,4.59,23.0,0.1,16.5,3.94,,
2010-08-12,wheat,Canada,2010/11,out of scope,6.36,20.5,0.4,15.5,4.66,,
2010-08-12,wheat,EU-27  5/,2010/11,out of scope,15.07,137.51,6.0,24.0,10.08,,
2010-08-12,wheat,Major Importers  6/,2010/11,out of scope,85.29,182.39,63.03,5.97,87.39,,
2010-08-12,wheat,Brazil,2010/11,out of scope,0.97,5.0,6.5,0.6,1.07,,
2010-08-12,wheat,China,2010/11,out of scope,56.19,114.5,0.5,2.0,63.39,,
2010-08-12,wheat,Sel. Mideast  7/,2010/11,out of scope,8.47,17.55,14.08,0.71,6.93,,
2010-08-12,wheat,N. Africa  8/,2010/11,out of scope,11.13,17.55,20.9,0.24,9.09,,
2010-08-12,wheat,Pakistan,2010/11,out of scope,3.4,22.6,0.3,0.3,2.4,,
2010-08-12,wheat,Southeast Asia  9/,2010/11,out of scope,3.07,0.0,12.45,0.43,2.66,,
2010-08-12,wheat,India,2010/11,out of scope,16.1,80.71,0.3,0.2,14.48,,
2010-08-12,wheat,FSU-12,2010/11,out of scope,22.87,87.21,5.88,15.85,12.94,,
2010-08-12,wheat,Russia,2010/11,out of scope,11.83,45.0,0.65,3.0,5.28,,
2010-08-12,wheat,Kazakhstan,2010/11,out of scope,3.61,11.5,0.08,6.0,1.53,,
2010-08-12,wheat,Ukraine,2010/11,out of scope,2.46,17.0,0.05,6.0,1.91,,
2010-08-12,corn,World  3/,2008/09,out of scope,131.32,797.83,82.45,84.42,147.51,781.64,
2010-08-12,corn,United States,2008/09,out of scope,41.26,307.14,0.34,46.97,42.5,259.27,
2010-08-12,corn,Total Foreign,2008/09,out of scope,90.06,490.69,82.1,37.45,105.0,522.37,
2010-08-12,corn,Major Exporters  4/,2008/09,out of scope,5.27,27.57,0.06,11.99,4.61,16.3,
2010-08-12,corn,Argentina,2008/09,out of scope,2.18,15.0,0.03,10.32,0.49,6.4,
2010-08-12,corn,South Africa,2008/09,out of scope,3.09,12.57,0.03,1.67,4.11,9.9,
2010-08-12,corn,Major Importers  5/,2008/09,out of scope,16.51,117.89,48.99,2.67,17.77,162.94,
2010-08-12,corn,Egypt,2008/09,out of scope,0.85,6.65,5.03,0.01,1.41,11.1,
2010-08-12,corn,EU-27  6/,2008/09,out of scope,4.36,62.32,2.74,1.74,5.68,62.0,
2010-08-12,corn,Japan,2008/09,out of scope,1.16,0.0,16.53,0.0,1.0,16.7,
